Image,Coordonnees
image_1952.png,"(225, 23, 272, 60)"
image_1953.png,"(95, 317, 165, 357)"
image_1954.png,"(301, 79, 373, 198)"
image_1955.png,"(87, 2, 193, 59)"
image_1956.png,"(17, 48, 103, 129)"
image_1957.png,"(352, 176, 392, 265)"
image_1958.png,"(0, 0, 0, 0)"
image_1959.png,"(137, 332, 228, 402)"
image_1960.png,"(304, 140, 386, 277)"
image_1961.png,"(270, 166, 381, 190)"
image_1962.png,"(127, 287, 177, 300)"
image_1963.png,"(34, 398, 91, 448)"
image_1964.png,"(259, 39, 437, 203)"
image_1965.png,"(150, 380, 329, 547)"
image_1966.png,"(133, 25, 260, 78)"
image_1967.png,"(136, 258, 173, 362)"
image_1968.png,"(399, 126, 466, 244)"
image_1969.png,"(240, 208, 284, 271)"
image_1970.png,"(0, 0, 0, 0)"
image_1971.png,"(260, 84, 357, 134)"
image_1972.png,"(13, 64, 59, 161)"
image_1973.png,"(265, 300, 500, 403)"
image_1974.png,"(276, 171, 358, 234)"
image_1975.png,"(343, 245, 500, 567)"
image_1976.png,"(90, 239, 219, 261)"
image_1977.png,"(0, 0, 0, 0)"
image_1978.png,"(89, 176, 137, 212)"
image_1979.png,"(157, 154, 191, 176)"
image_1980.png,"(385, 375, 500, 524)"
image_1981.png,"(106, 92, 156, 157)"
image_1982.png,"(134, 195, 242, 431)"
image_1983.png,"(199, 71, 248, 232)"
image_1984.png,"(208, 300, 251, 362)"
image_1985.png,"(0, 0, 0, 0)"
image_1986.png,"(179, 186, 309, 309)"
image_1987.png,"(67, 377, 111, 430)"
image_1988.png,"(276, 290, 398, 354)"
image_1989.png,"(316, 42, 378, 60)"
image_1990.png,"(243, 172, 305, 231)"
image_1991.png,"(210, 299, 367, 422)"
image_1992.png,"(61, 191, 134, 300)"
image_1993.png,"(13, 79, 60, 148)"
image_1994.png,"(394, 207, 500, 420)"
image_1995.png,"(81, 271, 249, 455)"
image_1996.png,"(219, 213, 302, 386)"
image_1997.png,"(232, 40, 401, 147)"
image_1998.png,"(93, 370, 145, 400)"
image_1999.png,"(396, 206, 449, 272)"
image_2000.png,"(147, 217, 216, 282)"
image_2001.png,"(0, 0, 0, 0)"
image_2002.png,"(262, 385, 379, 500)"
image_2003.png,"(45, 253, 93, 301)"
image_2004.png,"(0, 0, 0, 0)"
image_2005.png,"(25, 359, 84, 520)"
image_2006.png,"(80, 19, 156, 89)"
image_2007.png,"(239, 201, 304, 340)"
image_2008.png,"(346, 365, 416, 593)"
image_2009.png,"(159, 178, 243, 209)"
image_2010.png,"(315, 208, 494, 272)"
image_2011.png,"(246, 391, 292, 553)"
image_2012.png,"(230, 320, 481, 636)"
image_2013.png,"(231, 358, 256, 375)"
image_2014.png,"(38, 321, 125, 383)"
image_2015.png,"(289, 385, 392, 537)"
image_2016.png,"(295, 151, 408, 218)"
image_2017.png,"(398, 352, 500, 425)"
image_2018.png,"(219, 397, 369, 489)"
image_2019.png,"(254, 358, 301, 421)"
image_2020.png,"(84, 368, 178, 501)"
image_2021.png,"(298, 305, 334, 416)"
image_2022.png,"(187, 74, 264, 87)"
image_2023.png,"(386, 341, 498, 352)"
image_2024.png,"(97, 316, 172, 457)"
image_2025.png,"(137, 295, 257, 338)"
image_2026.png,"(213, 202, 250, 237)"
image_2027.png,"(183, 169, 356, 359)"
image_2028.png,"(316, 80, 373, 98)"
image_2029.png,"(179, 346, 306, 473)"
image_2030.png,"(189, 331, 240, 411)"
image_2031.png,"(6, 312, 80, 402)"
image_2032.png,"(352, 62, 407, 106)"
image_2033.png,"(151, 69, 199, 144)"
image_2034.png,"(161, 211, 246, 333)"
image_2035.png,"(4, 273, 65, 361)"
image_2036.png,"(64, 207, 198, 337)"
image_2037.png,"(258, 329, 356, 451)"
image_2038.png,"(144, 210, 227, 283)"
image_2039.png,"(354, 247, 405, 276)"
image_2040.png,"(340, 234, 403, 319)"
image_2041.png,"(102, 4, 150, 16)"
image_2042.png,"(51, 398, 137, 436)"
image_2043.png,"(113, 301, 189, 328)"
image_2044.png,"(192, 205, 336, 244)"
image_2045.png,"(31, 74, 112, 79)"
image_2046.png,"(63, 358, 93, 434)"
image_2047.png,"(398, 323, 436, 353)"
image_2048.png,"(153, 149, 264, 225)"
image_2049.png,"(73, 133, 297, 264)"
image_2050.png,"(0, 0, 0, 0)"
image_2051.png,"(80, 233, 203, 396)"
image_2052.png,"(378, 64, 482, 189)"
image_2053.png,"(226, 22, 299, 38)"
image_2054.png,"(7, 27, 70, 128)"
image_2055.png,"(396, 392, 494, 494)"
image_2056.png,"(292, 382, 360, 453)"
image_2057.png,"(135, 288, 184, 321)"
image_2058.png,"(46, 353, 139, 421)"
image_2059.png,"(390, 17, 500, 28)"
image_2060.png,"(209, 175, 261, 213)"
image_2061.png,"(221, 201, 316, 255)"
image_2062.png,"(121, 222, 180, 354)"
image_2063.png,"(347, 41, 409, 116)"
image_2064.png,"(90, 8, 210, 157)"
image_2065.png,"(174, 365, 302, 434)"
image_2066.png,"(203, 376, 306, 446)"
image_2067.png,"(390, 20, 500, 182)"
image_2068.png,"(393, 231, 471, 329)"
image_2069.png,"(142, 95, 190, 223)"
image_2070.png,"(254, 366, 381, 449)"
image_2071.png,"(250, 371, 394, 423)"
image_2072.png,"(166, 177, 286, 189)"
image_2073.png,"(220, 77, 258, 123)"
image_2074.png,"(268, 179, 500, 407)"
image_2075.png,"(0, 282, 117, 301)"
image_2076.png,"(306, 153, 391, 246)"
image_2077.png,"(184, 325, 231, 339)"
image_2078.png,"(0, 0, 0, 0)"
image_2079.png,"(293, 22, 460, 85)"
image_2080.png,"(238, 161, 321, 231)"
image_2081.png,"(321, 64, 371, 69)"
image_2082.png,"(342, 264, 447, 401)"
image_2083.png,"(380, 287, 454, 471)"
image_2084.png,"(78, 64, 120, 73)"
image_2085.png,"(191, 237, 215, 265)"
image_2086.png,"(356, 271, 500, 449)"
image_2087.png,"(394, 214, 500, 404)"
image_2088.png,"(255, 387, 410, 593)"
image_2089.png,"(343, 35, 421, 47)"
image_2090.png,"(256, 299, 317, 367)"
image_2091.png,"(214, 234, 313, 339)"
image_2092.png,"(2, 342, 96, 382)"
image_2093.png,"(0, 0, 0, 0)"
image_2094.png,"(90, 78, 177, 157)"
image_2095.png,"(129, 277, 226, 338)"
image_2096.png,"(137, 17, 213, 69)"
image_2097.png,"(41, 75, 115, 165)"
image_2098.png,"(134, 175, 177, 248)"
image_2099.png,"(83, 23, 160, 80)"
image_2100.png,"(143, 299, 265, 310)"
image_2101.png,"(323, 62, 379, 118)"
image_2102.png,"(117, 373, 142, 431)"
image_2103.png,"(12, 314, 143, 418)"
image_2104.png,"(206, 42, 283, 128)"
image_2105.png,"(219, 331, 303, 431)"
image_2106.png,"(201, 281, 419, 300)"
image_2107.png,"(328, 339, 498, 420)"
image_2108.png,"(380, 98, 454, 215)"
image_2109.png,"(0, 0, 0, 0)"
image_2110.png,"(237, 110, 376, 222)"
image_2111.png,"(244, 285, 381, 372)"
image_2112.png,"(74, 164, 185, 197)"
image_2113.png,"(114, 268, 160, 351)"
image_2114.png,"(24, 351, 132, 435)"
image_2115.png,"(238, 123, 287, 135)"
image_2116.png,"(317, 265, 444, 275)"
image_2117.png,"(267, 45, 500, 136)"
image_2118.png,"(146, 162, 233, 232)"
image_2119.png,"(251, 71, 401, 212)"
image_2120.png,"(304, 260, 394, 379)"
image_2121.png,"(77, 42, 218, 178)"
image_2122.png,"(382, 303, 500, 479)"
image_2123.png,"(129, 345, 218, 404)"
image_2124.png,"(280, 323, 355, 377)"
image_2125.png,"(208, 304, 253, 370)"
image_2126.png,"(390, 120, 500, 138)"
image_2127.png,"(238, 278, 276, 299)"
image_2128.png,"(59, 17, 147, 31)"
image_2129.png,"(84, 251, 137, 339)"
image_2130.png,"(5, 173, 43, 178)"
image_2131.png,"(223, 246, 316, 295)"
image_2132.png,"(73, 80, 148, 218)"
image_2133.png,"(100, 84, 240, 272)"
image_2134.png,"(21, 218, 137, 246)"
image_2135.png,"(393, 30, 491, 142)"
image_2136.png,"(276, 270, 425, 412)"
image_2137.png,"(245, 201, 276, 227)"
image_2138.png,"(46, 311, 125, 362)"
image_2139.png,"(270, 141, 357, 284)"
image_2140.png,"(393, 134, 459, 208)"
image_2141.png,"(123, 153, 241, 287)"
image_2142.png,"(147, 359, 226, 512)"
image_2143.png,"(2, 137, 144, 286)"
image_2144.png,"(366, 10, 449, 159)"
image_2145.png,"(347, 183, 437, 275)"
image_2146.png,"(140, 288, 243, 424)"
image_2147.png,"(268, 271, 341, 357)"
image_2148.png,"(38, 201, 141, 221)"
image_2149.png,"(27, 57, 85, 69)"
image_2150.png,"(217, 165, 286, 274)"
image_2151.png,"(204, 109, 228, 161)"
image_2152.png,"(325, 84, 374, 161)"
image_2153.png,"(164, 18, 265, 165)"
image_2154.png,"(341, 351, 419, 362)"
image_2155.png,"(133, 203, 294, 231)"
image_2156.png,"(114, 236, 206, 309)"
image_2157.png,"(233, 382, 295, 544)"
image_2158.png,"(298, 141, 386, 203)"
image_2159.png,"(173, 273, 211, 319)"
image_2160.png,"(181, 186, 235, 248)"
image_2161.png,"(6, 106, 88, 138)"
image_2162.png,"(220, 54, 353, 176)"
image_2163.png,"(154, 147, 201, 213)"
image_2164.png,"(237, 285, 400, 471)"
image_2165.png,"(109, 346, 211, 597)"
image_2166.png,"(249, 92, 344, 205)"
image_2167.png,"(295, 237, 464, 257)"
image_2168.png,"(89, 206, 164, 317)"
image_2169.png,"(20, 262, 118, 389)"
image_2170.png,"(78, 346, 205, 644)"
image_2171.png,"(261, 236, 289, 284)"
image_2172.png,"(39, 71, 148, 168)"
image_2173.png,"(333, 229, 399, 289)"
image_2174.png,"(32, 336, 153, 519)"
image_2175.png,"(208, 353, 386, 404)"
image_2176.png,"(3, 41, 83, 152)"
image_2177.png,"(251, 18, 345, 129)"
image_2178.png,"(25, 85, 144, 117)"
image_2179.png,"(84, 74, 124, 126)"
image_2180.png,"(294, 278, 340, 293)"
image_2181.png,"(187, 385, 273, 529)"
image_2182.png,"(69, 19, 124, 36)"
image_2183.png,"(379, 311, 447, 343)"
image_2184.png,"(277, 158, 300, 211)"
image_2185.png,"(334, 146, 500, 318)"
image_2186.png,"(384, 234, 500, 250)"
image_2187.png,"(91, 234, 194, 251)"
image_2188.png,"(274, 51, 406, 84)"
image_2189.png,"(323, 16, 412, 104)"
image_2190.png,"(197, 170, 268, 217)"
image_2191.png,"(45, 16, 99, 163)"
image_2192.png,"(345, 270, 500, 447)"
image_2193.png,"(355, 130, 390, 181)"
image_2194.png,"(151, 200, 194, 307)"
image_2195.png,"(182, 157, 293, 233)"
image_2196.png,"(378, 8, 500, 108)"
image_2197.png,"(79, 36, 146, 217)"
image_2198.png,"(174, 348, 219, 388)"
image_2199.png,"(274, 266, 371, 394)"
image_2200.png,"(218, 100, 286, 142)"
image_2201.png,"(10, 304, 72, 355)"
image_2202.png,"(74, 167, 156, 172)"
image_2203.png,"(388, 359, 500, 468)"
image_2204.png,"(65, 211, 117, 258)"
image_2205.png,"(54, 14, 140, 237)"
image_2206.png,"(223, 103, 317, 366)"
image_2207.png,"(353, 188, 423, 272)"
image_2208.png,"(296, 52, 377, 79)"
image_2209.png,"(272, 41, 394, 50)"
image_2210.png,"(269, 240, 328, 321)"
image_2211.png,"(389, 246, 452, 300)"
image_2212.png,"(206, 40, 242, 93)"
image_2213.png,"(99, 265, 217, 373)"
image_2214.png,"(265, 273, 477, 581)"
image_2215.png,"(161, 1, 239, 198)"
image_2216.png,"(396, 277, 500, 476)"
image_2217.png,"(210, 187, 392, 249)"
image_2218.png,"(238, 96, 261, 104)"
image_2219.png,"(360, 307, 453, 383)"
image_2220.png,"(124, 301, 170, 372)"
image_2221.png,"(229, 264, 399, 417)"
image_2222.png,"(0, 174, 112, 295)"
image_2223.png,"(107, 121, 253, 362)"
image_2224.png,"(217, 142, 396, 208)"
image_2225.png,"(201, 162, 248, 226)"
image_2226.png,"(0, 0, 0, 0)"
image_2227.png,"(143, 54, 216, 146)"
image_2228.png,"(213, 382, 269, 461)"
image_2229.png,"(230, 222, 403, 410)"
image_2230.png,"(133, 363, 235, 410)"
image_2231.png,"(55, 307, 148, 459)"
image_2232.png,"(123, 32, 171, 166)"
image_2233.png,"(0, 0, 0, 0)"
image_2234.png,"(396, 346, 500, 409)"
image_2235.png,"(266, 400, 332, 480)"
image_2236.png,"(207, 227, 350, 456)"
image_2237.png,"(191, 287, 270, 384)"
image_2238.png,"(319, 166, 414, 231)"
image_2239.png,"(207, 103, 254, 124)"
image_2240.png,"(287, 173, 360, 280)"
image_2241.png,"(125, 125, 165, 196)"
image_2242.png,"(105, 63, 215, 140)"
image_2243.png,"(158, 244, 295, 293)"
image_2244.png,"(51, 276, 124, 405)"
image_2245.png,"(211, 396, 287, 467)"
image_2246.png,"(356, 232, 500, 400)"
image_2247.png,"(175, 361, 279, 523)"
image_2248.png,"(234, 385, 302, 456)"
image_2249.png,"(323, 299, 398, 629)"
image_2250.png,"(256, 247, 448, 399)"
image_2251.png,"(81, 355, 274, 504)"
image_2252.png,"(303, 342, 371, 509)"
image_2253.png,"(28, 96, 124, 198)"
image_2254.png,"(189, 310, 244, 318)"
image_2255.png,"(127, 291, 286, 299)"
image_2256.png,"(259, 238, 426, 248)"
image_2257.png,"(177, 302, 259, 317)"
image_2258.png,"(169, 394, 318, 420)"
image_2259.png,"(185, 72, 280, 98)"
image_2260.png,"(200, 256, 250, 324)"
image_2261.png,"(267, 82, 328, 193)"
image_2262.png,"(0, 0, 0, 0)"
image_2263.png,"(242, 160, 323, 195)"
image_2264.png,"(323, 65, 383, 158)"
image_2265.png,"(320, 334, 353, 378)"
image_2266.png,"(327, 273, 434, 403)"
image_2267.png,"(375, 291, 450, 300)"
image_2268.png,"(124, 114, 195, 245)"
image_2269.png,"(303, 87, 406, 179)"
image_2270.png,"(339, 345, 466, 426)"
image_2271.png,"(134, 192, 217, 305)"
image_2272.png,"(33, 291, 105, 375)"
image_2273.png,"(105, 392, 147, 473)"
image_2274.png,"(155, 66, 259, 255)"
image_2275.png,"(146, 362, 224, 368)"
image_2276.png,"(28, 387, 157, 535)"
image_2277.png,"(79, 34, 171, 115)"
image_2278.png,"(280, 206, 393, 329)"
image_2279.png,"(95, 150, 157, 165)"
image_2280.png,"(41, 1, 173, 227)"
image_2281.png,"(291, 39, 391, 81)"
image_2282.png,"(398, 133, 476, 298)"
image_2283.png,"(101, 13, 154, 215)"
image_2284.png,"(80, 203, 211, 312)"
image_2285.png,"(326, 118, 467, 241)"
image_2286.png,"(208, 42, 342, 194)"
image_2287.png,"(32, 60, 155, 76)"
image_2288.png,"(0, 0, 0, 0)"
image_2289.png,"(173, 255, 276, 377)"
image_2290.png,"(104, 31, 202, 111)"
image_2291.png,"(255, 282, 350, 288)"
image_2292.png,"(31, 268, 100, 345)"
image_2293.png,"(165, 273, 285, 429)"
image_2294.png,"(78, 64, 159, 154)"
image_2295.png,"(400, 319, 492, 401)"
image_2296.png,"(36, 210, 85, 229)"
image_2297.png,"(253, 61, 360, 111)"
image_2298.png,"(313, 227, 450, 261)"
image_2299.png,"(238, 55, 294, 105)"
image_2300.png,"(323, 269, 370, 309)"
image_2301.png,"(0, 0, 0, 0)"
image_2302.png,"(102, 193, 134, 197)"
image_2303.png,"(223, 222, 401, 287)"
image_2304.png,"(17, 253, 126, 355)"
image_2305.png,"(302, 350, 354, 433)"
image_2306.png,"(152, 323, 218, 398)"
image_2307.png,"(194, 13, 332, 108)"
image_2308.png,"(111, 395, 206, 498)"
image_2309.png,"(282, 145, 324, 233)"
image_2310.png,"(346, 118, 435, 161)"
image_2311.png,"(55, 110, 218, 186)"
image_2312.png,"(343, 319, 393, 354)"
image_2313.png,"(178, 52, 272, 168)"
image_2314.png,"(337, 131, 403, 157)"
image_2315.png,"(288, 164, 352, 306)"
image_2316.png,"(95, 164, 156, 186)"
image_2317.png,"(112, 369, 152, 382)"
image_2318.png,"(193, 224, 339, 335)"
image_2319.png,"(165, 340, 217, 441)"
image_2320.png,"(155, 112, 275, 130)"
image_2321.png,"(225, 223, 284, 254)"
image_2322.png,"(193, 239, 238, 347)"
image_2323.png,"(353, 366, 465, 406)"
image_2324.png,"(163, 178, 189, 228)"
image_2325.png,"(66, 138, 237, 200)"
image_2326.png,"(75, 368, 217, 500)"
image_2327.png,"(395, 385, 500, 411)"
image_2328.png,"(150, 358, 254, 412)"
image_2329.png,"(51, 50, 102, 129)"
image_2330.png,"(0, 0, 0, 0)"
image_2331.png,"(0, 0, 0, 0)"
image_2332.png,"(48, 185, 112, 193)"
image_2333.png,"(369, 392, 469, 524)"
image_2334.png,"(358, 362, 466, 439)"
image_2335.png,"(259, 72, 420, 236)"
image_2336.png,"(143, 373, 223, 407)"
image_2337.png,"(0, 0, 0, 0)"
image_2338.png,"(0, 0, 0, 0)"
image_2339.png,"(0, 0, 0, 0)"
image_2340.png,"(396, 14, 455, 194)"
image_2341.png,"(45, 370, 136, 408)"
image_2342.png,"(101, 213, 170, 279)"
image_2343.png,"(317, 127, 384, 343)"
image_2344.png,"(37, 369, 108, 451)"
image_2345.png,"(290, 154, 396, 317)"
image_2346.png,"(144, 213, 320, 363)"
image_2347.png,"(188, 34, 290, 110)"
image_2348.png,"(95, 296, 165, 302)"
image_2349.png,"(240, 26, 315, 115)"
image_2350.png,"(167, 104, 302, 223)"
image_2351.png,"(254, 147, 329, 192)"
image_2352.png,"(176, 292, 221, 380)"
image_2353.png,"(40, 2, 78, 45)"
image_2354.png,"(65, 234, 144, 249)"
image_2355.png,"(150, 109, 208, 206)"
image_2356.png,"(335, 3, 500, 233)"
image_2357.png,"(202, 15, 240, 31)"
image_2358.png,"(371, 276, 488, 368)"
image_2359.png,"(0, 0, 0, 0)"
image_2360.png,"(347, 80, 427, 211)"
image_2361.png,"(326, 134, 363, 213)"
image_2362.png,"(0, 0, 0, 0)"
image_2363.png,"(139, 255, 215, 277)"
image_2364.png,"(388, 129, 500, 306)"
image_2365.png,"(0, 0, 0, 0)"
image_2366.png,"(42, 267, 91, 342)"
image_2367.png,"(110, 356, 260, 428)"
image_2368.png,"(0, 0, 0, 0)"
image_2369.png,"(167, 126, 220, 343)"
image_2370.png,"(75, 132, 216, 172)"
image_2371.png,"(43, 236, 110, 328)"
image_2372.png,"(369, 214, 489, 248)"
image_2373.png,"(225, 250, 263, 300)"
image_2374.png,"(199, 91, 357, 150)"
image_2375.png,"(153, 95, 228, 152)"
image_2376.png,"(46, 64, 175, 73)"
image_2377.png,"(59, 76, 168, 101)"
image_2378.png,"(85, 73, 108, 86)"
image_2379.png,"(79, 385, 233, 550)"
image_2380.png,"(4, 188, 172, 202)"
image_2381.png,"(288, 317, 457, 460)"
image_2382.png,"(340, 24, 444, 128)"
image_2383.png,"(392, 57, 500, 202)"
image_2384.png,"(202, 8, 242, 80)"
image_2385.png,"(310, 387, 444, 478)"
image_2386.png,"(228, 154, 303, 229)"
image_2387.png,"(225, 313, 338, 509)"
image_2388.png,"(330, 257, 398, 345)"
image_2389.png,"(320, 156, 500, 332)"
image_2390.png,"(287, 79, 411, 157)"
image_2391.png,"(60, 317, 183, 367)"
image_2392.png,"(121, 281, 314, 472)"
image_2393.png,"(175, 73, 231, 259)"
image_2394.png,"(28, 223, 117, 276)"
image_2395.png,"(237, 86, 340, 140)"
image_2396.png,"(291, 333, 407, 521)"
image_2397.png,"(316, 166, 379, 340)"
image_2398.png,"(286, 311, 346, 359)"
image_2399.png,"(368, 298, 427, 328)"
image_2400.png,"(34, 34, 206, 280)"
image_2401.png,"(0, 0, 0, 0)"
image_2402.png,"(182, 101, 227, 113)"
image_2403.png,"(272, 144, 379, 300)"
image_2404.png,"(249, 11, 387, 200)"
image_2405.png,"(321, 51, 401, 102)"
image_2406.png,"(108, 97, 152, 112)"
image_2407.png,"(150, 237, 208, 296)"
image_2408.png,"(149, 197, 240, 337)"
image_2409.png,"(382, 228, 413, 286)"
image_2410.png,"(39, 313, 171, 497)"
image_2411.png,"(175, 18, 268, 161)"
image_2412.png,"(12, 295, 45, 375)"
image_2413.png,"(0, 0, 0, 0)"
image_2414.png,"(25, 161, 73, 192)"
image_2415.png,"(115, 97, 225, 145)"
image_2416.png,"(115, 239, 231, 317)"
image_2417.png,"(159, 259, 249, 337)"
image_2418.png,"(98, 119, 197, 207)"
image_2419.png,"(0, 0, 0, 0)"
image_2420.png,"(25, 377, 70, 482)"
image_2421.png,"(284, 44, 444, 76)"
image_2422.png,"(0, 0, 0, 0)"
image_2423.png,"(180, 150, 335, 370)"
image_2424.png,"(14, 276, 87, 432)"
image_2425.png,"(286, 214, 375, 296)"
image_2426.png,"(294, 398, 418, 441)"
image_2427.png,"(25, 51, 92, 92)"
image_2428.png,"(246, 50, 322, 109)"
image_2429.png,"(290, 295, 351, 304)"
image_2430.png,"(395, 144, 500, 247)"
image_2431.png,"(179, 397, 304, 529)"
image_2432.png,"(101, 283, 207, 326)"
image_2433.png,"(213, 88, 272, 177)"
image_2434.png,"(98, 321, 208, 359)"
image_2435.png,"(257, 259, 404, 355)"
image_2436.png,"(140, 316, 271, 392)"
image_2437.png,"(155, 155, 202, 163)"
image_2438.png,"(170, 336, 302, 422)"
image_2439.png,"(214, 215, 406, 453)"
image_2440.png,"(379, 53, 443, 148)"
image_2441.png,"(160, 66, 205, 163)"
image_2442.png,"(387, 65, 472, 70)"
image_2443.png,"(0, 0, 0, 0)"
image_2444.png,"(372, 359, 500, 563)"
image_2445.png,"(364, 363, 423, 408)"
image_2446.png,"(153, 24, 193, 71)"
image_2447.png,"(161, 242, 267, 328)"
image_2448.png,"(179, 307, 216, 416)"
image_2449.png,"(206, 371, 259, 427)"
image_2450.png,"(50, 174, 146, 396)"
image_2451.png,"(150, 252, 223, 273)"
image_2452.png,"(78, 333, 252, 392)"
image_2453.png,"(99, 219, 192, 241)"
image_2454.png,"(276, 237, 383, 287)"
image_2455.png,"(33, 249, 100, 345)"
image_2456.png,"(272, 317, 363, 410)"
image_2457.png,"(239, 350, 367, 432)"
image_2458.png,"(140, 20, 240, 195)"
image_2459.png,"(159, 70, 256, 284)"
image_2460.png,"(115, 332, 167, 376)"
image_2461.png,"(158, 167, 273, 175)"
image_2462.png,"(155, 207, 285, 265)"
image_2463.png,"(162, 284, 223, 431)"
image_2464.png,"(116, 209, 237, 363)"
image_2465.png,"(163, 293, 318, 413)"
image_2466.png,"(175, 149, 336, 221)"
image_2467.png,"(162, 260, 276, 333)"
image_2468.png,"(251, 247, 454, 427)"
image_2469.png,"(92, 332, 205, 354)"
image_2470.png,"(241, 26, 376, 305)"
image_2471.png,"(146, 347, 304, 418)"
image_2472.png,"(257, 166, 319, 228)"
image_2473.png,"(256, 254, 306, 281)"
image_2474.png,"(297, 93, 335, 171)"
image_2475.png,"(278, 262, 333, 351)"
image_2476.png,"(36, 298, 114, 399)"
image_2477.png,"(289, 312, 461, 663)"
image_2478.png,"(259, 78, 359, 166)"
image_2479.png,"(41, 153, 155, 356)"
image_2480.png,"(193, 152, 231, 202)"
image_2481.png,"(358, 186, 457, 202)"
image_2482.png,"(54, 28, 224, 219)"
image_2483.png,"(235, 137, 327, 184)"
image_2484.png,"(5, 167, 99, 198)"
image_2485.png,"(265, 362, 302, 443)"
image_2486.png,"(379, 229, 465, 252)"
image_2487.png,"(307, 329, 351, 417)"
image_2488.png,"(160, 246, 316, 412)"
image_2489.png,"(9, 196, 44, 266)"
image_2490.png,"(63, 307, 116, 514)"
image_2491.png,"(187, 211, 344, 261)"
image_2492.png,"(113, 117, 222, 171)"
image_2493.png,"(45, 358, 97, 500)"
image_2494.png,"(380, 293, 500, 503)"
image_2495.png,"(367, 269, 441, 321)"
image_2496.png,"(64, 339, 104, 346)"
image_2497.png,"(211, 109, 335, 226)"
image_2498.png,"(0, 0, 0, 0)"
image_2499.png,"(281, 200, 372, 263)"
image_2500.png,"(0, 0, 0, 0)"
image_2501.png,"(182, 375, 262, 488)"
image_2502.png,"(314, 200, 450, 281)"
image_2503.png,"(267, 166, 405, 369)"
image_2504.png,"(257, 245, 341, 334)"
image_2505.png,"(113, 391, 263, 516)"
image_2506.png,"(371, 199, 500, 535)"
image_2507.png,"(232, 96, 419, 154)"
image_2508.png,"(139, 108, 270, 226)"
image_2509.png,"(179, 281, 301, 339)"
image_2510.png,"(117, 52, 186, 119)"
image_2511.png,"(55, 239, 136, 358)"
image_2512.png,"(257, 178, 342, 239)"
image_2513.png,"(350, 183, 394, 191)"
image_2514.png,"(309, 50, 373, 191)"
image_2515.png,"(256, 282, 289, 321)"
image_2516.png,"(224, 286, 379, 366)"
image_2517.png,"(323, 55, 398, 108)"
image_2518.png,"(307, 147, 435, 158)"
image_2519.png,"(335, 171, 371, 194)"
image_2520.png,"(46, 210, 178, 279)"
image_2521.png,"(21, 351, 111, 423)"
image_2522.png,"(127, 2, 258, 94)"
image_2523.png,"(134, 160, 195, 226)"
image_2524.png,"(0, 0, 0, 0)"
image_2525.png,"(256, 153, 335, 203)"
image_2526.png,"(270, 69, 371, 169)"
image_2527.png,"(352, 360, 388, 406)"
image_2528.png,"(177, 92, 256, 140)"
image_2529.png,"(126, 384, 368, 707)"
image_2530.png,"(309, 356, 379, 415)"
image_2531.png,"(77, 212, 138, 289)"
image_2532.png,"(154, 373, 199, 396)"
image_2533.png,"(52, 121, 109, 242)"
image_2534.png,"(172, 223, 205, 314)"
image_2535.png,"(315, 275, 420, 353)"
image_2536.png,"(230, 146, 269, 232)"
image_2537.png,"(285, 400, 362, 573)"
image_2538.png,"(33, 8, 79, 118)"
image_2539.png,"(32, 138, 93, 245)"
image_2540.png,"(355, 108, 389, 140)"
image_2541.png,"(33, 122, 124, 132)"
image_2542.png,"(358, 15, 500, 47)"
image_2543.png,"(76, 141, 299, 195)"
image_2544.png,"(7, 234, 85, 326)"
image_2545.png,"(334, 111, 412, 125)"
image_2546.png,"(140, 174, 243, 299)"
image_2547.png,"(16, 295, 115, 318)"
image_2548.png,"(130, 195, 165, 257)"
image_2549.png,"(57, 265, 224, 379)"
image_2550.png,"(123, 27, 226, 197)"
image_2551.png,"(0, 0, 0, 0)"
image_2552.png,"(5, 54, 33, 92)"
image_2553.png,"(44, 232, 124, 372)"
image_2554.png,"(239, 232, 295, 279)"
image_2555.png,"(333, 332, 446, 454)"
image_2556.png,"(340, 249, 401, 369)"
image_2557.png,"(165, 16, 227, 118)"
image_2558.png,"(186, 94, 334, 361)"
image_2559.png,"(148, 373, 195, 476)"
image_2560.png,"(73, 281, 144, 340)"
image_2561.png,"(323, 46, 500, 172)"
image_2562.png,"(58, 124, 152, 138)"
image_2563.png,"(149, 312, 204, 450)"
image_2564.png,"(108, 221, 180, 291)"
image_2565.png,"(107, 135, 241, 188)"
image_2566.png,"(261, 0, 291, 91)"
image_2567.png,"(33, 395, 68, 445)"
image_2568.png,"(266, 334, 339, 494)"
image_2569.png,"(3, 148, 123, 292)"
image_2570.png,"(298, 73, 460, 104)"
image_2571.png,"(389, 75, 482, 201)"
image_2572.png,"(0, 0, 0, 0)"
image_2573.png,"(154, 247, 232, 272)"
image_2574.png,"(0, 0, 0, 0)"
image_2575.png,"(0, 0, 0, 0)"
image_2576.png,"(388, 94, 500, 231)"
image_2577.png,"(234, 42, 359, 213)"
image_2578.png,"(309, 154, 408, 206)"
image_2579.png,"(225, 110, 380, 205)"
image_2580.png,"(0, 0, 0, 0)"
image_2581.png,"(164, 145, 283, 291)"
image_2582.png,"(354, 344, 466, 626)"
image_2583.png,"(281, 79, 354, 294)"
image_2584.png,"(90, 135, 234, 331)"
image_2585.png,"(295, 16, 364, 30)"
image_2586.png,"(374, 119, 419, 136)"
